Name,Department,Affiliation,Homepage,Matched Areas
Oliver van Kaick,Carleton University,Carleton University,http://people.scs.carleton.ca/~olivervankaick,"eurographics, siggraph, siggraph-asia, vis"
Olivier Laurent 0001,Ecole Normale Superieure de Lyon,Ecole Normale Superieure de Lyon,https://perso.ens-lyon.fr/olivier.laurent,lics
Olof Torgersson,Chalmers/GU,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/olof-torgersson.aspx,chiconf
Oluwasanmi Koyejo,Univ. of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,http://sanmi.cs.illinois.edu,"ccs, cvpr, iclr, icml, naacl, nips"
Omar Chowdhury,Stony Brook University,Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/OmarChowdhury,"cav, ccs, chiconf, ndss, oakland, pets"
Omar Fawzi,Ecole Normale Superieure de Lyon,Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/omar.fawzi,"crypto, cvpr, focs, iclr, nips, stoc"
Omar M. Knio,KAUST,KAUST,https://sri-uq.kaust.edu.sa/Pages/Knio.aspx,eurographics
Omer Khan,University of Connecticut,University of Connecticut,https://khan.engr.uconn.edu,"asplos, hpca, iccad, ics, isca, rtss"
Omer Reingold,Stanford University,Stanford University,https://omereingold.wordpress.com,"aaai, ccs, crypto, ec, eurocrypt, focs, icml, nips, soda, stoc"
Omid Abari,Univ. of California - Los Angeles,Univ. of California - Los Angeles,https://web.cs.ucla.edu/~omid,"icml, mobicom, mobisys, nsdi, sensys, sigcomm, uist"
Omid Ardakanian,University of Alberta,University of Alberta,http://webdocs.cs.ualberta.ca/~oardakan,aaai
Omkant Pandey,Stony Brook University,Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/OmkantPandey,"ccs, crypto, eurocrypt, focs, stoc"
Omprakash Gnawali,University of Houston,University of Houston,http://www2.cs.uh.edu/~gnawali,"sensys, sosp, usenixsec"
Ondrej Lhoták,University of Waterloo,University of Waterloo,https://plg.uwaterloo.ca/~olhotak,"ase, issta, oopsla, pldi, popl"
Onur Mutlu,ETH Zurich,ETH Zurich,https://people.inf.ethz.ch/omutlu,"asplos, dac, fast, hpca, iccad, icde, icml, ics, imc, iros, isca, ismb, micro, nsdi, oakland, osdi, pldi, rtas, sc, sigcomm, sigmetrics, usenixsec, vldb"
Ophir Frieder,Georgetown University,Georgetown University,http://people.cs.georgetown.edu/~ophir,"aaai, icde, mobicom, rtss, sigir"
Or D. Dantsker,Indiana University,Indiana University,https://luddy.indiana.edu/contact/profile/index.html?Or_Dantsker,iros
Orcun Goksel,Uppsala University,Uppsala University,http://goksel.org,"cvpr, eccv, eurographics, nips"
Orland Hoeber,University of Regina,University of Regina,http://www.cs.uregina.ca/People/Profiles/OrlandHoeber.html,sigir
Orran Krieger,Boston University,Boston University,https://www.bu.edu/eng/profile/orran-krieger,"eurosys, fast, osdi, usenixatc"
Osamu Tatebe,University of Tsukuba,University of Tsukuba,http://www.hpcs.cs.tsukuba.ac.jp/~tatebe/index.html,"hpdc, sc, vldb"
Osamu Watanabe 0001,Tokyo Institute of Technology,Tokyo Institute of Technology,http://tcs.c.titech.ac.jp,"ijcai, stoc"
Osbert Bastani,University of Pennsylvania,University of Pennsylvania,https://obastani.github.io,"aaai, acl, ase, cav, cvpr, emnlp, emsoft, fse, iccv, iclr, icml, icra, iros, naacl, ndss, nips, oopsla, pldi, popl, rss, usenixsec"
Oscar Chaparro,College of William and Mary,College of William and Mary,https://ojcchar.github.io,"fse, icse, issta"
Oscar H. Ibarra,Univ. of California - Santa Barbara,Univ. of California - Santa Barbara,https://sites.cs.ucsb.edu/~ibarra,"cav, focs, hpdc, icde, pods, stoc"
Oscar Nierstrasz,University of Bern,University of Bern,http://scg.unibe.ch/staff/oscar,"fse, icse, oopsla, vldb"
Oskar Skibski,University of Warsaw,University of Warsaw,http://www.mimuw.edu.pl/~oski,"aaai, ec, ijcai"
Oskar von Stryk,TU Darmstadt,TU Darmstadt,http://www.sim.informatik.tu-darmstadt.de,"icra, iros"
Osmar R. Zaïane,University of Alberta,University of Alberta,https://webdocs.cs.ualberta.ca/~zaiane,"aaai, emnlp, icde, ijcai, kdd, naacl, vldb"
Otmar Hilliges,ETH Zurich,ETH Zurich,http://ait.ethz.ch/people/hilliges,"chiconf, cvpr, eccv, eurographics, iccv, iclr, icra, iros, nips, siggraph, siggraph-asia, ubicomp, uist, vr"
Ouri Wolfson,Univ. of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,https://www.cs.uic.edu/~wolfson,"icde, pods, sigmod"
Oussama Khatib,Stanford University,Stanford University,http://cs.stanford.edu/group/manips/people/oussama-khatib,"icra, iros, siggraph"
Ovidiu Daescu,University of Texas at Dallas,University of Texas at Dallas,http://www.utdallas.edu/~daescu,"icra, soda"
Owen Arden,Univ. of California - Santa Cruz,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~owen,"ccs, nsdi, oakland, vldb"
Owen Rambow,Stony Brook University,Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/OwenRambow,"acl, emnlp, icse, naacl"
Owolabi Legunsen,Cornell University,Cornell University,https://www.cs.cornell.edu/~legunsen,"ase, fse, icse, issta, oopsla, osdi, sosp"
Oyewole Oyekoya,CUNY,CUNY,https://wolex.com,"chiconf, vr"
Ozlem O. Garibay,University of Central Florida,University of Central Florida,https://www.cecs.ucf.edu/faculty/ozlem-ozmen-garibay,"nips, recomb"
P. David Stotts,University of North Carolina,University of North Carolina,http://www.cs.unc.edu/~stotts,"ase, issta, www"
P. Madhusudan,Univ. of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,http://madhu.cs.illinois.edu,"asplos, cav, ccs, fse, ijcai, lics, oopsla, pldi, popl, stoc, usenixsec, www"
P. Sadayappan,University of Utah,University of Utah,http://www.cs.utah.edu/~saday,"aaai, asplos, cvpr, dac, hpca, hpdc, icde, icra, ics, kdd, pldi, popl, sc, vldb"
P. Thomas Fletcher,University of Virginia,University of Virginia,https://engineering.virginia.edu/faculty/tom-fletcher,"aaai, cvpr, eccv, iccv, icml, nips, vis"
Pablo A. Parrilo,Massachusetts Institute of Technology,Massachusetts Institute of Technology,http://www.mit.edu/~parrilo,"icml, nips, rss"
Pablo Paredes,University of Maryland - College Park,University of Maryland - College Park,https://www.umiacs.umd.edu/people/pparedes,"chiconf, ubicomp"
Padhraic Smyth,Univ. of California - Irvine,Univ. of California - Irvine,http://www.ics.uci.edu/~smyth,"aaai, cvpr, emnlp, iclr, icml, kdd, nips, soda, www"
Padma Raghavan,Vanderbilt University,Vanderbilt University,https://engineering.vanderbilt.edu/bio/?pid=padma-raghavan,"ics, sc"
Padmini Srinivasan,University of Iowa,University of Iowa,https://cs.uiowa.edu/people/padmini-srinivasan,"acl, chiconf, emnlp, icra, ismb, kdd, naacl, pets, sigir"
Paige Rodeghero,Clemson University,Clemson University,http://paigerodeghero.com,"fse, icse, sigcse"
Palden Lama,University of Texas at San Antonio,University of Texas at San Antonio,http://www.cs.utsa.edu/~plama,ase
Paliath Narendran,University at Albany - SUNY,University at Albany - SUNY,https://www.albany.edu/ceas/paliath-narendran.php,"cav, dac, icra, ijcai, lics"
Palle Dahlstedt,Chalmers/GU,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/palle-dahlstedt.aspx,chiconf
Pamela J. Wisniewski,Vanderbilt University,Vanderbilt University,https://stirlab.org,"aaai, chiconf, icse, pets, ubicomp, vr"
Pan He,Auburn University,Auburn University,https://panhe.org,"aaai, cvpr, eccv, iccv, icml, ijcai"
Pan Hu 0001,Shanghai Jiao Tong University,Shanghai Jiao Tong University,https://ist.sjtu.edu.cn/membershup,"aaai, ijcai"
Pan Hui 0001,University of Helsinki,University of Helsinki,https://www.cs.helsinki.fi/u/panhui,"chiconf, eccv, ijcai, iros, kdd, nips, siggraph-asia, ubicomp, vldb, vr, www"
Pan Li 0005,Georgia Institute of Technology,Georgia Institute of Technology,https://sites.google.com/view/panli-purdue/home,"dac, iccv, iclr, icml, kdd, nips, vldb, www"
Pan Peng 0001,USTC,USTC,http://staff.ustc.edu.cn/~ppeng,"iclr, icml, kdd, nips, pods, soda, stoc, www"
Pan Xu 0001,NJIT,NJIT,https://sites.google.com/site/panxupi,"aaai, icde, icml, ijcai, nips, pods, soda, wine, www"
Panagiotis Bouros,University of Mainz,University of Mainz,https://datamanagement.cs.uni-mainz.de/panagiotis-bouros,"icde, sigmod, vldb"
Panagiotis G. Ipeirotis,New York University,New York University,https://ipeirotis.org,"acl, chiconf, cvpr, ec, icde, kdd, sigmod, vldb, www"
Panagiotis Manolios,Northeastern University,Northeastern University,http://www.ccs.neu.edu/home/pete,"cav, fse, iccad, issta, lics, oakland, vldb"
Panagiotis Papadimitratos,KTH Royal Institute of Technology,KTH Royal Institute of Technology,https://www.kth.se/profile/papadim,nsdi
Panagiotis Tsiotras,Georgia Institute of Technology,Georgia Institute of Technology,https://dcsl.gatech.edu/tsiotras.html,"aaai, cvpr, icra, ijcai, iros, rss"
Panfeng Huang,NWPU,NWPU,https://teacher.nwpu.edu.cn/m/en/2005000156.html,"icra, iros"
Pang Wei Koh,University of Washington,University of Washington,https://koh.pw,"acl, cvpr, emnlp, iclr, icml, ismb, kdd, naacl, nips"
Pang-Ning Tan,Michigan State University,Michigan State University,http://www.cse.msu.edu/~ptan,"aaai, icml, ijcai, kdd, nips"
Pankaj K. Agarwal,Duke University,Duke University,https://users.cs.duke.edu/~pankaj,"aaai, focs, icde, iclr, icml, icra, kdd, nips, pods, siggraph, sigmod, soda, stoc, vldb"
Panlong Yang,USTC,USTC,http://cs.ustc.edu.cn/szdw/bdjs/201707/t20170705_279933.html,"mobicom, mobisys, sensys, ubicomp"
Panos J. Antsaklis,University of Notre Dame,University of Notre Dame,http://www3.nd.edu/~pantsakl,"icra, rtss"
Panos K. Chrysanthis,University of Pittsburgh,University of Pittsburgh,http://panos.cs.pitt.edu,"dac, icde, pods, sigmod, vldb"
Panos Kalnis,KAUST,KAUST,https://www.kaust.edu.sa/en/study/faculty/panagiotis-kalnis,"aaai, eurosys, icde, icml, ijcai, kdd, nips, nsdi, sc, sigir, sigmod, vldb, www"
Panos P. Markopoulos,University of Texas at San Antonio,University of Texas at San Antonio,https://www.markopoulos.us,eccv
Panpan Cai,Shanghai Jiao Tong University,Shanghai Jiao Tong University,https://cindycia.github.io,"aaai, icra, iros, nips, rss"
Panruo Wu,University of Houston,University of Houston,http://www2.cs.uh.edu/~panruowu,"hpdc, ics, sc"
Paolo A. G. Sivilotti,Ohio State University,Ohio State University,http://web.cse.ohio-state.edu/~paolo,"hpdc, icse"
Paolo Favaro,University of Bern,University of Bern,http://www.cvg.unibe.ch/paolo%20favaro.html,"aaai, cvpr, eccv, iccv, iclr, icml, nips, siggraph"
Paolo Gasti,New York Tech,New York Tech,https://site.nyit.edu/bio/pgasti,"ccs, ndss"
Paolo Ienne,EPFL,EPFL,https://people.epfl.ch/101954,"asplos, dac, fast, iccad, isca, vldb"
Paolo Papotti,EURECOM,EURECOM,http://www.eurecom.fr/en/people/papotti-paolo,"emnlp, icde, ijcai, kdd, naacl, ndss, nips, pods, sigmod, vldb, www"
Paolo Tonella,Università della Svizzera italiana,Università della Svizzera italiana,http://www.inf.usi.ch/faculty/tonella,"ase, fse, icse, issta"
Parameswaran Ramanathan,University of Wisconsin - Madison,University of Wisconsin - Madison,https://ramanathan.ece.wisc.edu,"hpdc, mobicom, nsdi, pets, rtss, sigcomm, sigmetrics, ubicomp, usenixsec"
Parasara Sridhar Duggirala,University of North Carolina,University of North Carolina,http://cs.unc.edu/~psd,"cav, emsoft, iros, rtss"
Paraschos Koutris,University of Wisconsin - Madison,University of Wisconsin - Madison,http://pages.cs.wisc.edu/~paris,"fse, icde, icml, nips, pods, popl, sigmod, vldb"
Parastoo Abtahi,Princeton University,Princeton University,https://www.cs.princeton.edu/people/profile/abtahi,"chiconf, ubicomp, uist"
Pardis Emami Naeini,Duke University,Duke University,http://www.cs.duke.edu/~pe48,"ccs, chiconf, oakland, pets, usenixsec"
Pari Delir Haghighi,Monash University,Monash University,https://research.monash.edu/en/persons/pari-delir-haghighi,eccv
Parinaz Naghizadeh Ardabili,Univ. of California - San Diego,Univ. of California - San Diego,https://jacobsschool.ucsd.edu/people/profile/parinaz-naghizadeh,"aaai, ec, icml, nips, oakland, usenixsec"
Parinya Chalermsook,Aalto University,Aalto University,https://people.aalto.fi/new/parinya.chalermsook,"focs, sigmetrics, soda, stoc, wine"
Parinya Punpongsanon,Osaka University,Osaka University,https://punpongsanon.info,"chiconf, eurographics, uist, vr"
Paris Smaragdis,Univ. of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,http://paris.cs.illinois.edu,"chiconf, cvpr, icml, nips, uist"
Parisa Kordjamshidi,Michigan State University,Michigan State University,https://www.cse.msu.edu/~kordjams,"aaai, acl, eccv, emnlp, iclr, ijcai, naacl"
Parke Godfrey,York University,York University,http://www.cs.yorku.ca/~godfrey,"icde, sigmod, vldb"
Parmit K. Chilana,Simon Fraser University,Simon Fraser University,http://www.cs.sfu.ca,"chiconf, ubicomp, uist"
Parosh Aziz Abdulla,Uppsala University,Uppsala University,http://user.it.uu.se/~parosh,"cav, lics, oopsla, pldi, pods, popl"
Parris K. Egbert,Brigham Young University,Brigham Young University,https://cs.byu.edu/faculty/egbert,"cvpr, eurographics, ijcai, siggraph, siggraph-asia, vis"
Parth H. Pathak,George Mason University,George Mason University,http://www.phpathak.com,"mobicom, mobisys, nsdi, oakland, sensys, sigmetrics, ubicomp"
Parth Nagarkar,New Mexico State University,New Mexico State University,https://www.cs.nmsu.edu/~nagarkar/index.html,"icde, vldb"
Partha Dasgupta,Arizona State University,Arizona State University,http://cactus.eas.asu.edu/partha,"hpdc, oopsla"
Partha Pratim Pande,Washington State University,Washington State University,http://www.eecs.wsu.edu/~pande,"dac, iccad"
Parvathi Chundi,University of Nebraska - Omaha,University of Nebraska - Omaha,https://www.unomaha.edu/college-of-information-science-and-technology/about/faculty-staff/parvathi-chundi.php,icde
Pascal Bercher,Australian National University,Australian National University,https://cs.anu.edu.au/people/pascal-bercher,"aaai, ijcai"
Pascal Denis,CRIStAL,CRIStAL,https://www.cristal.univ-lille.fr/profil/pdenis,"aaai, acl, emnlp, ijcai, naacl"
Pascal Frossard,EPFL,EPFL,https://people.epfl.ch/pascal.frossard,"aaai, acl, cvpr, eccv, iccv, iclr, icml, nips"
Pascal Fua,EPFL,EPFL,https://people.epfl.ch/pascal.fua/bio?lang=en,"aaai, cvpr, eccv, eurographics, iccv, iclr, icml, icra, ijcai, iros, kdd, nips, rss, siggraph, vr"
Pascal Germain,Université Laval,Université Laval,http://www.pascalgermain.info,"aaai, icml, nips"
Pascal Hitzler,Kansas State University,Kansas State University,http://www.pascal-hitzler.de,"aaai, ijcai, pets, www"
Pascal Koiran,Ecole Normale Superieure de Lyon,Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/pascal.koiran,"focs, nips, soda, stoc"
Pascal Matsakis,University of Guelph,University of Guelph,http://www.cis.uoguelph.ca/~matsakis,icra
Pascal Meissner,THWS,THWS,https://fiw.thws.de/fakultaet/personen/dozentinnen-und-dozenten/person/prof-dr-ing-pascal-meissner,"icra, iros"
Pascal Poupart,University of Waterloo,University of Waterloo,https://cs.uwaterloo.ca/~ppoupart,"aaai, acl, cvpr, emnlp, iccv, iclr, icml, ijcai, nips, uist"
Pascal Van Hentenryck,Georgia Institute of Technology,Georgia Institute of Technology,https://sites.gatech.edu/pascal-van-hentenryck,"aaai, ase, icml, ijcai, nips, oopsla, pldi, popl, sigcse, www"
Pat Hanrahan,Stanford University,Stanford University,https://graphics.stanford.edu/~hanrahan,"asplos, cav, chiconf, dac, eurographics, hpca, iccv, isca, kdd, nips, oopsla, pldi, sc, sigcse, siggraph, siggraph-asia, ubicomp, uist, vis"
Pat Morin,Carleton University,Carleton University,https://carleton.ca/scs/people/pat-morin,"focs, soda"
Pat Pannuto,Univ. of California - San Diego,Univ. of California - San Diego,https://patpannuto.com,"asplos, imc, isca, mobicom, osdi, sensys, sigcse, sosp, ubicomp"
Patanamon Thongtanunam,University of Melbourne,University of Melbourne,http://patanamon.com,"ase, fse, icse, issta"
Patrice Delmas,University of Auckland,University of Auckland,https://www.cs.auckland.ac.nz/people/p-delmas,eccv
Patrice Marcotte,University of Montreal,University of Montreal,http://www.iro.umontreal.ca/~marcotte,nips
Patricia Arias Cabarcos,Paderborn University,Paderborn University,https://www.uni-paderborn.de/en/person/92804,"ccs, pets, usenixsec"
Patricia Bouyer,Ecole Normale Superieure de Cachan,Ecole Normale Superieure de Cachan,http://www.lsv.ens-cachan.fr/~bouyer,"cav, ijcai, lics"
Patricia Everaere,CRIStAL,CRIStAL,https://www.cristal.univ-lille.fr/profil/everaerp,ijcai
Patricia J. Riddle,University of Auckland,University of Auckland,https://www.cs.auckland.ac.nz/~pat,"aaai, icde, icml, ijcai, iros, sigmod"
Patricia Ordóñez 0002,Univ. of Maryland - Baltimore County,Univ. of Maryland - Baltimore County,https://informationsystems.umbc.edu/home/faculty-and-staff/faculty/patti-ordonez-ph-d,sigcse
Patricio A. Vela,Georgia Institute of Technology,Georgia Institute of Technology,https://pvela.gatech.edu,"cvpr, eccv, iccv, iclr, icra, iros"
Patrick Baillot,Ecole Normale Superieure de Lyon,Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/patrick.baillot,lics
Patrick Baudisch,Hasso Plattner Institute,Hasso Plattner Institute,https://hpi.de/en/research/research-groups/human-computer-interaction,"chiconf, uist"
Patrick C. Shih,Indiana University,Indiana University,https://patshih.luddy.indiana.edu,"chiconf, vr"
Patrick Cardinal,ETS Montreal,ETS Montreal,https://etsmtl.ca/Professeurs/pcardinal,acl
Patrick Carrington,Carnegie Mellon University,Carnegie Mellon University,http://www.patrickcarrington.com,"chiconf, www"
Patrick Chiang 0001,Oregon State University,Oregon State University,http://eecs.oregonstate.edu/people/chiang-patrick,isca
