Name,Department,Affiliation,Homepage,Matched Areas
Nick Falkner,University of Adelaide,University of Adelaide,http://www.adelaide.edu.au/directory/nickolas.falkner,"icse, sigcse"
Nick Feamster,University of Chicago,University of Chicago,https://people.cs.uchicago.edu/~feamster,"ccs, chiconf, imc, kdd, ndss, nsdi, oakland, pets, sigcomm, sigmetrics, ubicomp, usenixatc, usenixsec, www"
Nick G. Duffield,Texas A&M University,Texas A&M University,http://nickduffield.net/work,"iclr, icml, ijcai, imc, kdd, nips, pods, sigcomm, sigmetrics, soda, usenixatc, vldb"
Nick Gravin,SUFE,SUFE,http://itcs.shufe.edu.cn/~gravin,"ec, focs, ijcai, soda, stoc, wine, www"
Nick Gravish,Univ. of California - San Diego,Univ. of California - San Diego,http://web.eng.ucsd.edu/~ngravish,"icra, iros"
Nick Koudas,University of Toronto,University of Toronto,http://koudas01.utsc.utoronto.ca/~koudas,"icde, kdd, pods, sigmod, vldb, www"
Nick McKeown,Stanford University,Stanford University,http://stanford.edu/~nickm,"imc, nsdi, osdi, sigcomm, sigcse, sigmetrics, ubicomp, usenixsec"
Nick Nikiforakis,Stony Brook University,Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/NickNikiforakis,"ccs, imc, ndss, oakland, pets, usenixsec, www"
Nick Roussopoulos,University of Maryland - College Park,University of Maryland - College Park,https://www.cs.umd.edu/users/nick,"icde, ijcai, sigmod, vldb"
Nickolai Zeldovich,Massachusetts Institute of Technology,Massachusetts Institute of Technology,https://people.csail.mit.edu/nickolai,"asplos, ccs, crypto, eurosys, ndss, nsdi, oakland, osdi, pldi, sosp, stoc, usenixatc, usenixsec, vldb"
Niclas Boehmer,Hasso Plattner Institute,Hasso Plattner Institute,https://hpi.de/en/research/research-groups/algorithmic-decision-making-and-society,"aaai, icml, ijcai, nips, wine"
Nico Döttling,CISPA Helmholtz Center,CISPA Helmholtz Center,https://cispa.saarland/people/nico.doettling,"ccs, crypto, eurocrypt, focs"
Nico Pfeifer,University of Tübingen,University of Tübingen,http://mm.informatik.uni-tuebingen.de/nico-pfeifer,"aaai, ismb"
Nico Pietroni,University of Technology Sydney,University of Technology Sydney,https://www.uts.edu.au/staff/nico.pietroni,"eurographics, siggraph, siggraph-asia, vis"
Nicola Dell,Cornell University,Cornell University,http://nixdell.com,"chiconf, oakland, usenixsec, www"
Nicolas Anquetil,CRIStAL,CRIStAL,https://www.cristal.univ-lille.fr/profil/anquetil,"fse, icse"
Nicolas Boumal,EPFL,EPFL,https://people.epfl.ch/nicolas.boumal,nips
Nicolas Brisebarre,Ecole Normale Superieure de Lyon,Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/nicolas.brisebarre,iclr
Nicolas Christin,Carnegie Mellon University,Carnegie Mellon University,http://www.andrew.cmu.edu/user/nicolasc,"aaai, ccs, chiconf, ec, ijcai, imc, kdd, mobisys, ndss, oakland, pets, sigmetrics, usenixatc, usenixsec, www"
Nicolas Flammarion,EPFL,EPFL,https://people.epfl.ch/nicolas.flammarion,"aaai, eccv, iclr, icml, nips"
Nicolas J. LaLone,Rochester Institute of Technology,Rochester Institute of Technology,https://www.rit.edu/directory/njligm-nicolas-lalone,chiconf
Nicolas Loizou,Johns Hopkins University,Johns Hopkins University,https://nicolasloizou.github.io,"iclr, icml, nips"
Nicolas Macris,EPFL,EPFL,https://www.epfl.ch/schools/ic/ipg,"icml, nips, soda"
Nicolas Markey,Ecole Normale Superieure de Cachan,Ecole Normale Superieure de Cachan,http://www.lsv.ens-cachan.fr/~markey,"cav, ijcai, lics"
Nicolas Papernot,University of Toronto,University of Toronto,https://www.papernot.fr,"aaai, cvpr, iclr, icml, nips, oakland, pets, usenixsec"
Nicole Beckage,University of Kansas,University of Kansas,http://www.eecs.ku.edu/people/faculty,acl
Nicole C. Krämer,University of Duisburg-Essen,University of Duisburg-Essen,https://www.uni-due.de/sozialpsychologie/kraemer.shtml,chiconf
Nicole Megow,University of Bremen,University of Bremen,https://cslog.uni-bremen.de/nmegow,"aaai, icml, ijcai, nips, rtss, soda"
Nicole Schweikardt,Humboldt University of Berlin,Humboldt University of Berlin,http://www2.informatik.hu-berlin.de/logik,"lics, pods, vldb"
Nicole Wein,University of Michigan,University of Michigan,https://web.eecs.umich.edu/~nswein,"focs, soda, stoc"
Nicoleta Roman,Ohio State University,Ohio State University,https://cse.osu.edu/people/roman.45,nips
Nidhi Hegde 0001,University of Alberta,University of Alberta,https://sites.ualberta.ca/~nidhih,"iclr, nips, sigmetrics"
Niels Henze,University of Regensburg,University of Regensburg,https://www.uni-regensburg.de/sprache-literatur-kultur/medieninformatik/sekretariat-team/prof-dr-niels-henze/index.html,"chiconf, ubicomp, uist"
Niels Landwehr,University of Potsdam,University of Potsdam,https://www.uni-potsdam.de/en/cs-dsia/team/prof-dr-niels-landwehr.html,"aaai, emnlp, iclr, icml, ijcai, nips"
Niels da Vitoria Lobo,University of Central Florida,University of Central Florida,https://www.crcv.ucf.edu/person/niels-lobo,"cvpr, eccv, iccv, icra"
Nieves R. Brisaboa,University of A Coruña,University of A Coruña,https://lbd.udc.es/ShowResearcherInformation.do?id=12,sigir
Nigamanth Sridhar,Cleveland State University,Cleveland State University,http://selab.csuohio.edu/~nsridhar,"sensys, sigcse"
Nigel Ward,University of Texas - El Paso,University of Texas - El Paso,http://www.cs.utep.edu/nigel,chiconf
Nihar B. Shah,Carnegie Mellon University,Carnegie Mellon University,http://www.cs.cmu.edu/~nihars,"aaai, fast, icml, ijcai, nips, sigcomm, sigmetrics, www"
Nik Sultana,Illinois Institute of Technology,Illinois Institute of Technology,https://www.iit.edu/directory/people/nik-sultana,"nsdi, oakland, sigcse, usenixatc"
Nika Haghtalab,Univ. of California - Berkeley,Univ. of California - Berkeley,https://people.eecs.berkeley.edu/~nika,"aaai, ec, focs, icml, ijcai, nips, soda, stoc"
Nikhil Bansal 0001,University of Michigan,University of Michigan,https://www.win.tue.nl/~nikhil,"focs, sigmetrics, soda, sosp, stoc"
Nikhil Garg 0001,Cornell University,Cornell University,https://gargnikhil.com,"aaai, iclr, naacl, nips, www"
Nikhil Krishnaswamy,Colorado State University,Colorado State University,https://www.nikhilkrishnaswamy.com,"aaai, naacl"
Nikhil Muralidhar,Stevens Institute of Technology,Stevens Institute of Technology,https://www.stevens.edu/profile/nmurali1,"aaai, acl, iclr, ijcai"
Nikhil Singh 0003,Dartmouth College,Dartmouth College,https://nsingh1.host.dartmouth.edu,"aaai, chiconf, cvpr, iccv, iclr, icml, nips"
Niki Vazou,IMDEA Software Institute,IMDEA Software Institute,https://nikivazou.github.io,"icfp, oopsla, osdi, pldi, popl"
Nikil D. Dutt,Univ. of California - Irvine,Univ. of California - Irvine,http://www.ics.uci.edu/~dutt,"asplos, dac, emsoft, iccad, micro, rtas, rtss"
Nikita Borisov,Univ. of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,https://www.ece.illinois.edu/directory/profile/nikita,"ccs, mobicom, ndss, oakland, pets, usenixatc, usenixsec, www"
Nikita Soni 0001,University of Illinois at Chicago,University of Illinois at Chicago,https://cs.uic.edu/profiles/soni-nikita,"chiconf, pets, vr"
Niklas Broberg,Chalmers/GU,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/d00nibro.aspx,"icfp, popl"
Niko Sünderhauf,Queensland University of Technology,Queensland University of Technology,https://research.qut.edu.au/qcr/people/niko-suenderhauf,"cvpr, eccv, iccv, icra, iros, rss"
Nikola Banovic 0001,University of Michigan,University of Michigan,http://www.nikolabanovic.net,"chiconf, ubicomp, uist"
Nikolaj Tatti,University of Helsinki,University of Helsinki,https://researchportal.helsinki.fi/en/persons/nikolaj-tatti,"aaai, kdd, nips, www"
Nikolaos Laoutaris,IMDEA Networks Institute,IMDEA Networks Institute,http://laoutaris.info,"icde, imc, ndss, sigcomm, sigmetrics, ubicomp, www"
Nikolaos M. Freris,USTC,USTC,http://staff.ustc.edu.cn/~nfr,"icde, iclr, icml, icra, kdd"
Nikolaos Papanikolopoulos,University of Minnesota,University of Minnesota,http://www-users.cs.umn.edu/~npapas,"cvpr, eccv, iccv, icra, iros"
Nikolaos Tsantalis,Concordia University,Concordia University,https://users.encs.concordia.ca/~nikolaos,"ase, fse, icse, oopsla"
Nikolaos Tziavelis,Univ. of California - Santa Cruz,Univ. of California - Santa Cruz,https://ntzia.github.io,"aaai, nips, pods, sigmod, vldb"
Nikolaos V. Sahinidis,Georgia Institute of Technology,Georgia Institute of Technology,https://sahinidis.coe.gatech.edu,recomb
Nikolas Martelaro,Carnegie Mellon University,Carnegie Mellon University,https://hcii.cmu.edu/people/nikolas-martelaro,"chiconf, ubicomp, uist"
Nikolaus Correll,University of Colorado Boulder,University of Colorado Boulder,http://correll.cs.colorado.edu/?page_id=19,"icra, iros, rss, sensys"
Nikolay Atanasov 0001,Univ. of California - San Diego,Univ. of California - San Diego,https://natanaso.github.io,"cvpr, eccv, iccv, iclr, icra, iros, rss"
Nikos Chrisochoides,Old Dominion University,Old Dominion University,http://odu.edu/directory/people/n/nchrisoc,"ics, sc, sigcse"
Nikos Hardavellas,Northwestern University,Northwestern University,http://www.eecs.northwestern.edu/~hardav,"asplos, dac, hpca, hpdc, ics, isca, micro, pldi, sosp, vldb"
Nikos Vasilakis,Brown University,Brown University,https://nikos.vasilak.is,"asplos, ccs, eurosys, fse, icfp, icse, ndss, nsdi, osdi, pldi, usenixatc"
Nilah Ioannidis,Univ. of California - Berkeley,Univ. of California - Berkeley,https://www2.eecs.berkeley.edu/Faculty/Homepages/nilah.html,nips
Nilanjan Banerjee,Univ. of Maryland - Baltimore County,Univ. of Maryland - Baltimore County,http://www.csee.umbc.edu/~nilanb,"dac, iccad, mobicom, mobisys, rtss, ubicomp"
Nilanjan Chakraborty,Stony Brook University,Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/NilanjanChakraborty,"aaai, icra, ijcai, iros, rss"
Nilanjan Ray,University of Alberta,University of Alberta,https://webdocs.cs.ualberta.ca/~nray1,"cvpr, icra, nips"
Niloufar Salehi,Univ. of California - Berkeley,Univ. of California - Berkeley,http://niloufar.org,"chiconf, emnlp"
Nils Anders Danielsson,Chalmers/GU,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/nad.aspx,"icfp, lics, popl"
Nils Aschenbruck,University of Osnabrück,University of Osnabrück,http://sys.cs.uos.de/aschenbruck/index_en.shtml,"imc, ndss"
Nils Bertschinger,Goethe University Frankfurt,Goethe University Frankfurt,https://www.fias.science/en/systemic-risk/research-groups/nils-bertschinger,"icml, nips"
Nils Fleischhacker,Ruhr-University Bochum,Ruhr-University Bochum,https://www.crypto.ruhr-uni-bochum.de/staff/fleischhacker.html.en,"ccs, crypto, eurocrypt"
Nils Jansen 0001,Ruhr-University Bochum,Ruhr-University Bochum,https://nilsjansen.org,"aaai, cav, iclr, ijcai, nips, rss"
Nils Ole Tippenhauer,CISPA Helmholtz Center,CISPA Helmholtz Center,https://cispa.saarland/people/nils.tippenhauer,"ccs, mobicom, mobisys, ndss, oakland, usenixsec"
Nils Thürey,TU Munich,TU Munich,https://wwwcg.in.tum.de/group/persons/thuerey.html,"aaai, cvpr, eurographics, iclr, icml, iros, nips, sc, siggraph, siggraph-asia"
Nils Wilde,Dalhousie University,Dalhousie University,https://sites.google.com/view/nwilde/home,"icra, iros"
Nilufer Onder,Michigan Technological University,Michigan Technological University,https://www.mtu.edu/cs/department/faculty-staff/faculty/n-onder,"aaai, ics"
Nima Anari,Stanford University,Stanford University,https://nimaanari.com,"ec, focs, nips, soda, stoc, wine"
Nima Honarmand,Stony Brook University,Stony Brook University,http://compas.cs.stonybrook.edu/~nhonarmand,"asplos, ccs, hpca, isca, micro, ndss, popl"
Nima Khademi Kalantari,Texas A&M University,Texas A&M University,http://nkhademi.com,"cvpr, eccv, eurographics, siggraph, siggraph-asia"
Ning Ding 0001,Shanghai Jiao Tong University,Shanghai Jiao Tong University,https://cs.sjtu.edu.cn/en/PeopleDetail.aspx?id=262,usenixsec
Ning Gu,Fudan University,Fudan University,http://www.cs.fudan.edu.cn/?page_id=2089,"chiconf, iclr, nips, sigir, ubicomp, www"
Ning Gui,Central South University,Central South University,https://faculty.csu.edu.cn/guining/en/index.htm,"aaai, kdd, nips"
Ning Tan 0003,Sun Yat-sen University,Sun Yat-sen University,http://ningtan.weebly.com,"icra, rss"
Ning Wang 0022,University of South Florida,University of South Florida,https://ning-wang1.github.io,ndss
Ning Xie 0002,Florida International University,Florida International University,http://www.cs.fiu.edu/~nxie,"focs, soda, stoc"
Ning Xie 0003,UESTC,UESTC,http://cfm.uestc.edu.cn/~xiening,"aaai, eurographics, icml, ijcai, vr"
Ning Yang 0001,Sichuan University,Sichuan University,https://yneversky.github.io,"sigir, www"
Ning Zhang 0017,Washington University in St. Louis,Washington University in St. Louis,https://n1ngz.github.io,"aaai, ccs, cvpr, dac, iccad, icml, iros, ndss, oakland, osdi, rtas, rtss, usenixsec"
Ninghao Liu,University of Georgia,University of Georgia,https://cobweb.cs.uga.edu/~ninghaoliu/index.html,"aaai, acl, cvpr, iclr, icml, ijcai, kdd, naacl, nips, www"
Ninghui Li,Purdue University,Purdue University,https://www.cs.purdue.edu/homes/ninghui,"ccs, icde, iclr, kdd, ndss, oakland, pets, sigmod, usenixsec, vldb"
Ninghui Sun,Chinese Academy of Sciences,Chinese Academy of Sciences,https://people.ucas.ac.cn/~snh,"asplos, cvpr, dac, hpca, ics, isca, micro, pldi, sc, usenixatc"
Ningning Hou,Macquarie University,Macquarie University,https://ningning-hou.github.io/homepage,"mobicom, sensys"
Ningning Xie,University of Toronto,University of Toronto,https://xnning.github.io,"icfp, oopsla, pldi, popl"
Ningyi Xu,Shanghai Jiao Tong University,Shanghai Jiao Tong University,http://www.qingyuan.sjtu.edu.cn/a/xu-ning-yi-1.html,"acl, dac, eccv, iccad, iclr, ics, nips, sigcomm"
Ningyu Zhang 0001,Zhejiang University,Zhejiang University,https://person.zju.edu.cn/en/ningyu,"aaai, acl, emnlp, icde, iclr, icml, ijcai, kdd, naacl, nips, sigir, www"
Nir Bitansky,New York University,New York University,https://sites.google.com/view/nirbitansky,"crypto, eurocrypt, focs, stoc"
Nir Lipovetzky,University of Melbourne,University of Melbourne,http://people.eng.unimelb.edu.au/nlipovetzky,"aaai, ijcai, iros, nips"
Nir Piterman,Chalmers/GU,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/piterman.aspx,"cav, chiconf, fse, icra, icse, lics, popl"
Nir Shavit,Massachusetts Institute of Technology,Massachusetts Institute of Technology,http://people.csail.mit.edu/shanir,"aaai, asplos, cvpr, eurosys, focs, iclr, icml, rtss, soda, sosp, stoc"
Nir Yosef,Univ. of California - Berkeley,Univ. of California - Berkeley,https://niryosef.wordpress.com,"ismb, nips"
Niranjan Balasubramanian,Stony Brook University,Stony Brook University,http://www3.cs.stonybrook.edu/~niranjan,"aaai, acl, cvpr, eccv, emnlp, imc, mobisys, naacl, nips, oakland, sigir, vldb"
Nirmalya Roy,Univ. of Maryland - Baltimore County,Univ. of Maryland - Baltimore County,https://mpsc.umbc.edu/nroy,"iros, kdd, ubicomp"
Nirnimesh Ghose,University of Nebraska,University of Nebraska,https://cse.unl.edu/~nghose,"ndss, oakland, usenixsec"
Nirupam Roy,University of Maryland - College Park,University of Maryland - College Park,https://www.cs.umd.edu/~nirupam,"mobisys, ndss, nsdi, sensys, sigcomm, ubicomp"
Nirvan Tyagi,University of Washington,University of Washington,https://www.cs.cornell.edu/~tyagi,"ccs, crypto, eurocrypt, oakland, sosp, usenixsec"
Nisar R. Ahmed,University of Colorado Boulder,University of Colorado Boulder,https://cohrint.info,"icra, iros, rss"
Nisarg Shah 0001,University of Toronto,University of Toronto,http://www.cs.toronto.edu/~nisarg,"aaai, cav, ec, focs, icml, ijcai, nips, wine, www"
Nisha Panwar,Augusta University,Augusta University,https://sites.google.com/view/panwar,"sigmod, vldb"
Nishant A. Mehta,University of Victoria,University of Victoria,http://web.uvic.ca/~nmehta,"icml, nips"
Nisheeth K. Vishnoi,Yale University,Yale University,https://cpsc.yale.edu/people/nisheeth-vishnoi,"cvpr, focs, iclr, icml, ijcai, nips, soda, stoc, wine, www"
Nitesh Saxena,Texas A&M University,Texas A&M University,https://nsaxena.engr.tamu.edu,"ccs, chiconf, mobicom, mobisys, ndss, oakland, pets, ubicomp, usenixsec, www"
Nitesh V. Chawla,University of Notre Dame,University of Notre Dame,http://www3.nd.edu/~nchawla,"aaai, cvpr, emnlp, icde, iclr, icml, ijcai, kdd, nips, sc, ubicomp, vis, www"
Nitin H. Vaidya,Univ. of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,http://disc.ece.illinois.edu,"imc, mobicom, rtas, sigmetrics"
Niv Dayan,University of Toronto,University of Toronto,https://nivdayan.net,"icde, sigmod, vldb"
Nivedita Arora,Northwestern University,Northwestern University,https://niveditaarora.com,"ubicomp, uist, usenixsec"
Noah A. Smith,University of Washington,University of Washington,https://www.cs.washington.edu/people/faculty/nasmith,"aaai, acl, chiconf, cvpr, eccv, emnlp, iccv, iclr, icml, naacl, nips, www"
Noah J. Cowan,Johns Hopkins University,Johns Hopkins University,https://limbs.lcsr.jhu.edu,"icra, iros"
Noah M. Daniels,University of Rhode Island,University of Rhode Island,https://homepage.cs.uri.edu/~ndaniels,"icfp, ismb"
Noah Snavely,Cornell University,Cornell University,http://www.cs.cornell.edu/~snavely,"ase, chiconf, cvpr, eccv, eurographics, iccv, iclr, iros, nips, siggraph, siggraph-asia"
Noah Stephens-Davidowitz,Cornell University,Cornell University,http://www.noahsd.com,"ccs, crypto, eurocrypt, focs, soda, stoc"
Noah Wardrip-Fruin,Univ. of California - Santa Cruz,Univ. of California - Santa Cruz,https://engineering.ucsc.edu/people/nwf,"aaai, siggraph"
Noam Aigerman,University of Montreal,University of Montreal,https://noamaig.github.io,"cvpr, eccv, iccv, iclr, siggraph, siggraph-asia"
Noboru Kunihiro,University of Tokyo,University of Tokyo,https://www.k.u-tokyo.ac.jp/pros-e/person/noboru_kunihiro/noboru_kunihiro.htm,"crypto, eurocrypt"
Noboru Matsuda,North Carolina State University,North Carolina State University,https://people.engr.ncsu.edu/nmatsud,"aaai, chiconf"
Nodari Sitchinava,University of Hawaii at Manoa,University of Hawaii at Manoa,http://www2.hawaii.edu/~nodari,"ics, soda"
Noman Mohammed,University of Manitoba,University of Manitoba,http://www.cs.umanitoba.ca/~noman,"kdd, pets, vldb"
Nora Ayanian,Brown University,Brown University,https://vivo.brown.edu/display/nayanian,"aaai, icra, ijcai, iros, rss"
Nora Cuppens,Polytechnique Montreal,Polytechnique Montreal,https://www.polymtl.ca/expertises/en/boulahia-cuppens-nora,oakland
Nora McDonald,George Mason University,George Mason University,https://cs.gmu.edu/directory/detail/173,"chiconf, pets, sigcse, ubicomp, usenixsec"
Norbert Blum,University of Bonn,University of Bonn,http://theory.cs.uni-bonn.de/blum/blum.var,"focs, stoc"
Norbert Fuhr,University of Duisburg-Essen,University of Duisburg-Essen,https://www.is.inf.uni-due.de/staff/fuhr.html,"sigir, vldb"
Norbert Ritter,University of Hamburg,University of Hamburg,https://vsis-www.informatik.uni-hamburg.de/vsis/members/look/209,"icde, vldb"
Norbert Siegmund,University of Leipzig,University of Leipzig,https://sws.informatik.uni-leipzig.de/team,"ase, fse, icse"
Norbert Wehn,TU Kaiserslautern,TU Kaiserslautern,https://ems.eit.uni-kl.de/mitarbeiter/norbert-wehn,"dac, ubicomp"
Norbert Zeh,Dalhousie University,Dalhousie University,https://web.cs.dal.ca/~nzeh,"focs, soda"
Noriko H. Arai,National Institute of Informatics,National Institute of Informatics,https://www.nii.ac.jp/en/faculty/society/arai_noriko,"aaai, acl, stoc"
Noriko Kando,National Institute of Informatics,National Institute of Informatics,https://www.nii.ac.jp/en/faculty/society/kando_noriko,sigir
Noriko Tomuro,DePaul University,DePaul University,http://condor.depaul.edu/~ntomuro,"emnlp, naacl"
Norio Katayama,National Institute of Informatics,National Institute of Informatics,https://www.nii.ac.jp/en/faculty/digital_content/katayama_norio,"icde, sigmod"
Norman C. Hutchinson,University of British Columbia,University of British Columbia,https://www.cs.ubc.ca/people/norm-hutchinson,"eurosys, fast, oopsla, osdi, rtss, sigcomm, sosp, vldb, www"
Norman I. Badler,University of Pennsylvania,University of Pennsylvania,https://www.cis.upenn.edu/~badler,"aaai, eccv, eurographics, icra, ijcai, iros, siggraph, vr"
Norman M. Sadeh,Carnegie Mellon University,Carnegie Mellon University,http://www.normsadeh.org,"aaai, acl, chiconf, emnlp, ijcai, kdd, mobisys, naacl, ndss, pets, ubicomp, usenixsec, www"
Norman Makoto Su,Univ. of California - Santa Cruz,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~normsu,"chiconf, cvpr, mobicom, sigcse"
Norman Ramsey,Tufts University,Tufts University,http://www.cs.tufts.edu/~nr,"icfp, icse, pldi, popl"
Norman S. Matloff,Univ. of California - Davis,Univ. of California - Davis,http://faculty.engineering.ucdavis.edu/matloff,icde
Noshir S. Contractor,Northwestern University,Northwestern University,https://nosh.northwestern.edu,"chiconf, sc"
Nuno Bandeira,Univ. of California - San Diego,Univ. of California - San Diego,https://cseweb.ucsd.edu/~nbandeir,"ismb, recomb, sc"
Nuno Vasconcelos,Univ. of California - San Diego,Univ. of California - San Diego,http://www.svcl.ucsd.edu/~nuno,"cvpr, eccv, iccv, iclr, icml, nips, sigir"
Nur Zincir-Heywood,Dalhousie University,Dalhousie University,https://www.dal.ca/faculty/computerscience/faculty-staff/nur-zincir-heywood.html,kdd
Octav Chipara,University of Iowa,University of Iowa,https://www.cs.uiowa.edu/people/octav-chipara,"emsoft, icse, mobisys, rtss, sensys"
Odalric-Ambrym Maillard,CRIStAL,CRIStAL,https://www.cristal.univ-lille.fr/profil/omaillar,"aaai, iclr, icml, nips"
Odd Erik Gundersen,NTNU,NTNU,https://www.ntnu.edu/employees/odderik,aaai
Oded Nov,New York University,New York University,https://wp.nyu.edu/odednov,"chiconf, vis, www"
Oded Regev 0001,New York University,New York University,http://www.cims.nyu.edu/~regev,"crypto, eurocrypt, focs, soda, stoc"
Oded Stein,University of Southern California,University of Southern California,https://odedstein.com,"cvpr, eurographics, siggraph, siggraph-asia"
Odej Kao,TU Berlin,TU Berlin,https://www.cit.tu-berlin.de/kao,"hpdc, iccad, sigmod"
Odelia Schwartz,University of Miami,University of Miami,http://www.cs.miami.edu/~odelia,nips
Odest Chadwicke Jenkins,University of Michigan,University of Michigan,http://ohseejay.org,"cvpr, eccv, iccad, icml, icra, iros, nips, rss, siggraph"
Oguz Turan Buruk,Tampere University,Tampere University,https://webpages.tuni.fi/gamification/members/oguz-turan-buruk,chiconf
Ola Svensson,EPFL,EPFL,http://theory.epfl.ch/osven,"focs, icml, nips, soda, stoc"
Olac Fuentes,University of Texas - El Paso,University of Texas - El Paso,http://cs.utep.edu/ofuentes,"cvpr, eccv, icra"
Oladapo Oyebode,Dalhousie University,Dalhousie University,https://www.dal.ca/faculty/computerscience/faculty-staff/Oladapo_Oyebode.html,chiconf
Olaf Beyersdorff,Friedrich Schiller University Jena,Friedrich Schiller University Jena,https://www.fmi.uni-jena.de/Beyersdorff.html,"aaai, ijcai, lics"
Olaf Hellwich,TU Berlin,TU Berlin,https://www.cv.tu-berlin.de/menue/mitarbeiter/olaf_hellwich,"cvpr, eccv"
Olaf Landsiedel,University of Kiel,University of Kiel,https://www.ds.informatik.uni-kiel.de/en/people/olaf,"dac, eurosys, mobisys, nips, sensys"
Olaf Schenk,Università della Svizzera italiana,Università della Svizzera italiana,http://search.usi.ch/people/9a52a2fdb8d3d26ec16fb1569b590909/Schenk-Olaf,sc
Olaf Spinczyk,University of Osnabrück,University of Osnabrück,https://translate.google.de/translate?hl=de&sl=en&u=https://ess.cs.uni-osnabrueck.de/~os/&prev=search,"eurosys, mobisys, osdi, usenixatc"
Oleg V. Komogortsev,Texas State University,Texas State University,http://cs.txstate.edu/~ok11,"chiconf, vr"
Olfa Nasraoui,University of Louisville,University of Louisville,http://louisville.edu/speed/people/faculty/nasraouiOlfa,kdd
Olga Baysal,Carleton University,Carleton University,http://olgabaysal.com,"fse, icse"
Olga G. Troyanskaya,Princeton University,Princeton University,https://www.cs.princeton.edu/people/profile/ogt,"icml, ismb"
Olga Ohrimenko,University of Melbourne,University of Melbourne,https://people.eng.unimelb.edu.au/oohrimenko,"ccs, crypto, icml, nips, oakland, pets, pods, soda, usenixsec, vldb"
Olga Papaemmanouil,Brandeis University,Brandeis University,http://www.cs.brandeis.edu/~olga/home.html,"icde, sigmod, vldb"
Olga Russakovsky,Princeton University,Princeton University,http://www.cs.cmu.edu/~orussako,"acl, chiconf, cvpr, eccv, iccv, iclr, icml, icra, nips, sigcse"
Olga Sorkine-Hornung,ETH Zurich,ETH Zurich,http://igl.ethz.ch/people/sorkine,"chiconf, cvpr, eccv, eurographics, iclr, nips, siggraph, siggraph-asia, vis"
Olga Vechtomova,University of Waterloo,University of Waterloo,https://ov-research.uwaterloo.ca,"acl, emnlp, naacl, sigir"
Olga Veksler,University of Waterloo,University of Waterloo,http://cs.uwaterloo.ca/~oveksler,"cvpr, eccv, eurographics, iccv, nips"
Olga Vitek,Northeastern University,Northeastern University,https://olga-vitek-lab.khoury.northeastern.edu,"chiconf, eurographics, ismb, nips, recomb"
Olgica Milenkovic,Univ. of Illinois at Urbana-Champaign,Univ. of Illinois at Urbana-Champaign,https://www.ece.illinois.edu/directory/profile/milenkov,"iclr, icml, kdd, nips, www"
Olin Shivers,Northeastern University,Northeastern University,http://www.ccs.neu.edu/home/shivers,"icfp, oopsla, pldi, popl, sosp"
Oliver Amft,University of Passau,University of Passau,http://www.fim.uni-passau.de/en/sensor-technology/people/prof-dr-oliver-amft,ubicomp
Oliver Bringmann 0001,University of Tübingen,University of Tübingen,https://www.embedded.uni-tuebingen.de/team/oliver-bringmann,"dac, eccv, iccad, nips"
Oliver Brock,TU Berlin,TU Berlin,https://www.robotics.tu-berlin.de/menue/team/oliver_brock/parameter/de,"icra, iros, ismb, rss"
Oliver Cossairt,Northwestern University,Northwestern University,http://compphotolab.northwestern.edu,"cvpr, iccv, siggraph, siggraph-asia"
Oliver Deussen,University of Konstanz,University of Konstanz,https://www.cgmi.uni-konstanz.de/en/persons/prof-dr-oliver-deussen,"chiconf, cvpr, eurographics, iclr, icml, iros, nips, siggraph, siggraph-asia, uist, vis, vr"
Oliver Eulenstein,Iowa State University,Iowa State University,http://www.cs.iastate.edu/~oeulenst,"ismb, recomb"
Oliver G. Staadt,University of Rostock,University of Rostock,http://vcg.informatik.uni-rostock.de/~ostaadt,"eurographics, siggraph, vis, vr"
Oliver Hohlfeld,University of Kassel,University of Kassel,https://www.ohohlfeld.com,"ccs, imc, sigcomm"
Oliver Kennedy,University at Buffalo,University at Buffalo,https://cse.buffalo.edu/~okennedy,"icde, sigmod, vldb"
Oliver Keszöcze,TU Clausthal,TU Clausthal,https://www.ifi.tu-clausthal.de/ueber-uns/personen/keszoecze-oliver-prof-dr,"dac, iccad"
Oliver Kohlbacher,University of Tübingen,University of Tübingen,https://kohlbacherlab.org/oliver_kohlbacher,"ismb, recomb"
Oliver Kramer 0001,University of Oldenburg,University of Oldenburg,https://uol.de/en/computingscience/ci/team/oliver-kramer,icml
Oliver Obst,Western Sydney University,Western Sydney University,https://www.westernsydney.edu.au/staff_profiles/WSU/associate_professor_oliver_obst,rss
Oliver Schneider 0006,University of Waterloo,University of Waterloo,http://oliverschneider.ca,"chiconf, icra, uist"
Oliver Schulte,Simon Fraser University,Simon Fraser University,http://www.cs.sfu.ca/~oschulte,"aaai, iclr, icml, ijcai, kdd, nips, sigmod"
